"PDF File Name",Postcode,Retailer,"Offer Name","Offer No.","Customer type","Fuel type",Distributor(s),"Tariff type","Offer type","Release Date","Contract term","Contract expiry details","Bill frequency","All usage Price (exc. GST)","Daily supply charge Price (exc. GST)","First usage Price (exc. GST)","Second usage Price (exc. GST)","Third Usage Price (exc. GST)","Fourth Uage Price (exc. GST)","Fifth Usage Price (exc. GST)","Balance Usage Price",Peak,Shoulder,"Off Peak","Peak - Summer","Peak - Winter","Peak - First usage Price","Peak - Second Usage Price","Peak - Third usage Price","Peak - Fourth Usage Price","Peak - Fifth Usage Price","Peak - Balance Price","Summer Monthly Demand","Winter Monthly Demand","Additional Monthly Demand","First Step","Second Step","Third Step","Fourth Step","Fifth Step","Off peak - Controlled load 1 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 1 All controlled load 1 Daily Supply Charge Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 Daily Supply Charge Price (exc. GST)",Frequency,"Conditional Discount","Discount %","Discount applicable to","Guaranteed discounts","Discount %","Discount applicability","Are these prices fixed?","Eligibility Criteria","Exit fee 1 year","Exit fee 2 year","Cheque Dishonour payment fee","Contribution Fee","Direct debit dishonour payment fee","Payment processing fee","Disconnection fee","Reconnection fee","Contribution Fee","Other fee","Late payment fee","Credit card payment processing fee","Other fee","Voluntary FiT","GreenPower option",Incentives
electricity-offer-152866-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152866MS,"Small Business",Electricity,"SA Power Networks","Time of use","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year Benefit Period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 3 months",34.49,68.07,,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,,,,,,,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,5.5,$25
electricity-offer-152884-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152884MS,"Small Business",Electricity,"SA Power Networks","Time of use","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year benefit period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 1 month",34.49,68.07,44.00,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,,,,,"per day",,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,,,$0.18,$12.73,,,,5.5,
electricity-offer-152885-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152885MS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year benefit period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 1 month",34.49,68.07,44.00,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,13.31,0.00,,,"per day",,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,,,$0.18,$12.73,,,,5.5,
electricity-offer-152886-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152886MS,"Small Business",Electricity,"SA Power Networks","Single rate","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year benefit period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,5.5,
electricity-offer-152887-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152887MS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year benefit period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,13.31,0.00,,,"per day",,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,,,2.27,0.60%,$37.40,,,$0.18,$12.73,,,,5.5,
electricity-offer-152888-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152888MS,"Small Business",Electricity,"SA Power Networks","Single rate","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year benefit period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,,,$0.18,$12.73,,,,5.5,
electricity-offer-152889-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152889MS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year benefit period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,13.31,0.00,,,"per day",,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,5.5,
electricity-offer-152890-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152890MS,"Small Business",Electricity,"SA Power Networks","Time of use","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year Benefit Period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 3 months",34.49,68.07,44.00,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,,,,,"per day",,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,5.5,
electricity-offer-152891-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL Business Savers - South Australia small business electricity market offer - No Exit Fee",AGL152891MS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Market offer",17-May-2016,"Ongoing contract with benefit period","Your market contract has no contract term. However, at the end of your 2 year Benefit Period, youwill be placed on a new energy plan. We will notify you if there are any differences between theseplans.","Every 3 months",34.49,68.07,44.00,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,13.31,0.00,,,"per day",,,,"15% guaranteed discount",15%,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,5.5,
electricity-offer-153100-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia residential electricity standing offer",AGL153100SR,Residential,Electricity,"SA Power Networks","Single rate","Standing offer",19-May-2016,"No contract term",0,"Every 3 months",,63.79,26.84,,,,,30.83,,,,,,,,,,,,,,,10.9589,,,,,,,,,"per day",,,,,,,No,"This energy offer applies to residential customers in South Australia within the SA Power Networkselectricity distribution network area and is available to solar customers. For solar feed-in tariffeligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,1.10,
electricity-offer-153101-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia residential electricity standing offer",AGL153101SR,Residential,Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",19-May-2016,"No contract term",0,"Every 3 months",,63.79,26.84,,,,,30.83,,,,,,,,,,,,,,,10.9589,,,,,13.31,0.00,,,"per day",,,,,,,No,"This standing offer applies to residential customers in South Australia within the SA Power Networkselectricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,1.10,
electricity-offer-153102-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia residential electricity standing offer",AGL153102SR,Residential,Electricity,"SA Power Networks","Single rate","Standing offer",19-May-2016,"No contract term",0,"Every 3 months",,63.79,26.84,,,,,30.83,,,,,,,,,,,,,,,10.9589,,,,,,,,,"per day",,,,,,,No,"This standing offer applies to residential customers in South Australia within the SA Power Networkselectricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,1.10,
electricity-offer-153103-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia residential electricity standing offer",AGL153103SR,Residential,Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",19-May-2016,"No contract term",0,"Every 3 months",,63.79,26.84,,,,,30.83,,,,,,,,,,,,,,,10.9589,,,,,13.31,0.00,,,"per day",,,,,,,No,"This energy offer applies to residential customers in South Australia within the SA Power Networkselectricity distribution network area and is available to solar customers. For solar feed-in tariffeligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,1.10,
electricity-offer-153139-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153139SS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Standing offer",18-May-2016,"No contract term",0,"Every 3 months",34.49,68.07,,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,13.31,0.00,,,,,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,,$12.73,,,,5.5,
electricity-offer-153140-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153140SS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",34.49,68.07,44.00,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,13.31,0.00,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,.,0.60%,$37.40,$42.00,,,$12.73,,,,5.5,
electricity-offer-153141-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153141SS,"Small Business",Electricity,"SA Power Networks","Time of use","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",34.49,68.07,44.00,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,,,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,,$12.73,,,,5.5,
electricity-offer-153142-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153142SS,"Small Business",Electricity,"SA Power Networks","Time of use","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",34.49,68.07,,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,,,,,,,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,,,,$12.73,,,,5.5,
electricity-offer-153143-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153143SS,"Small Business",Electricity,"SA Power Networks","Time of use","Standing offer",17-May-2016,"No contract term",0,"Every 1 month",34.49,68.07,44.00,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,,,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,$0.18,$12.73,,,,5.5,
electricity-offer-153144-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153144SS,"Small Business",Electricity,"SA Power Networks","Time of use","Standing offer",17-May-2016,"No contract term",0,"Every 1 month",34.49,68.07,,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,,,,,,,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,,$42.00,,$0.18,$12.73,,,,5.5,
electricity-offer-153145-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153145SS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Standing offer",17-May-2016,"No contract term",0,"Every 1 month",34.49,68.07,,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,13.31,0.00,,,,,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,$0.18,$12.73,,,,5.5,
electricity-offer-153146-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153146SS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Standing offer",17-May-2016,"No contract term",0,"Every 1 month",34.49,68.07,44.00,,,,,,,,,38.13,34.49,,,,,,,,,,,,,,,13.31,0.00,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area and is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,$0.18,$12.73,,,,5.5,
electricity-offer-153147-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153147SS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,13.31,0.00,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,,$12.73,,,,5.5,
electricity-offer-153148-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153148SS,"Small Business",Electricity,"SA Power Networks","Single rate","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area nd is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,$0.18,$12.73,,,,5.5,
electricity-offer-153149-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153149SS,"Small Business",Electricity,"SA Power Networks","Single rate","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,,$12.73,,,,,
electricity-offer-153150-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153150SS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,13.31,0.00,,,"per day",,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area nd is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,$0.18,$12.73,,,,5.5,
electricity-offer-153151-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153151SS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,13.31,0.00,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,$0.18,$12.73,,,,5.5,
electricity-offer-153152-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153152SS,"Small Business",Electricity,"SA Power Networks","Single rate","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area nd is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,,$12.73,,,,5.5,
electricity-offer-153153-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153153SS,"Small Business",Electricity,"SA Power Networks","Single rate","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,,,,No,"This standing offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,$0.18,$12.73,,,,100,
electricity-offer-153154-fact-sheet-pdf-5000.pdf,5000,AGL,"AGL South Australia small business electricity standing offer",AGL153154SS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",17-May-2016,"No contract term",0,"Every 3 months",,68.07,30.89,,,,,32.16,,,,,,,,,,,,,,,27.3973,,,,,13.31,0.00,,,"per day",,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area nd is available to solar customers. For solar feed-intariff eligibility criteria, see: http://www.sa.gov.au/topics/water-energy-and-environment/energy/energy-supply-and-sources/renewable-energy-sources/solar-energy/solar-photovoltaic-systems/solar-feed-in-scheme.",,,$8.64,,2.27,0.60%,$37.40,$42.00,,,$12.73,,,,5.5,
electricity-offer-153196-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia residential electricity market offer - No Exit Fee",POW153196MR,Residential,Electricity,"SA Power Networks","Single rate","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month minimum term, your agreement may be extended for a further benefitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 3 months",,68.68,28.08,,,,,28.74,,,,,,,,,,,,,,,10.9589,,,,,,,,,"per day","10% Pay On Time discount",10%,"Usage charges",,,,No,"This energy offer applies to residential customers in South Australia within the SA Power Networkselectricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,1.98,
electricity-offer-153197-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia residential electricity market offer - No Exit Fee",POW153197MR,Residential,Electricity,"SA Power Networks","Single rate with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month minimum term, your agreement may be extended for a further benefitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 3 months",,68.68,28.08,,,,,28.74,,,14.31,,,,,,,,,,,,10.9589,,,,,14.31,0.00,,,"per day","10% Pay On Time discount",10%,"Usage charges",,,,No,"This energy offer applies to residential customers in South Australia within the SA Power Networkselectricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,2.464,
electricity-offer-153198-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia residential electricity standing offer",POW153198SR,Residential,Electricity,"SA Power Networks","Single rate with controlled load","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",,68.68,28.08,,,,,28.74,,,,,,,,,,,,,,,10.9589,,,,,14.31,0.00,,,"per day",,,,,,,No,"This standing offer applies to residential customers in South Australia within the SA Power Networkselectricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153199-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia residential electricity standing offer",POW153199SR,Residential,Electricity,"SA Power Networks","Single rate","Standing offer",18-May-2016,"No contract term","Bill frequency","Electricity pricing information",,68.68,28.08,,,,,28.74,,,,,,,,,,,,,,,10.9589,,,,,,,,,"per day",,,,,,,No,"This standing offer applies to residential customers in South Australia within the SA Power Networkselectricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,,
electricity-offer-153211-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity market offer - No Exit Fee",POW153211MS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month benfit period, your agreement may be extended for a further benfitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 1 month",32.41,89.32,,,,,,,,,14.31,,,,,,,,,,,,,,,,,14.31,0.00,,,,,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,6.82,
electricity-offer-153212-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity market offer - No Exit Fee",POW153212MS,"Small Business",Electricity,"SA Power Networks","Time of use","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month benfit period, your agreement may be extended for a further benfitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 1 month",32.41,89.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,6.82,
electricity-offer-153213-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity market offer - No Exit Fee",POW153213MS,"Small Business",Electricity,"SA Power Networks","Single rate with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month benefit period, your agreement may be extended for a further benefitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 1 month",,89.32,28.70,,,,,29.78,,,14.31,,,,,,,,,,,,27.3973,,,,,14.31,0.00,,,"per day",,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,6.82,
electricity-offer-153214-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity market offer - No Exit Fee",POW153214MS,"Small Business",Electricity,"SA Power Networks","Single rate","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month benefit period, your agreement may be extended for a further benefitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 1 month",,89.32,28.70,,,,,29.78,,,,,,,,,,,,,,,27.3973,,,,,,,,,"per day",,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,6.82,
electricity-offer-153215-fact-sheet-pdf-5000.pdf,5000,Powerdirect,"Powerdirect South Australia small business electricity market offer - No Exit Fee",POW153215MS,"Small Business",Electricity,"SA Power Networks","Time of use with controlled load","Market offer",18-May-2016,"Ongoing contract with benefit period","At the end of the 24 month benfit period, your agreement may be extended for a further benfitperiod if we have notified you of that extension and you have not notified us that you do not wishto extend.","Every 3 months",32.41,72.93,,,,,,,,,14.31,,,,,,,,,,,,,,,,,14.31,0.00,,,,,,,,,,No,"This energy offer applies to small business customers in South Australia within the SA PowerNetworks electricity distribution network area.",,,$5.00,,5.00,0.75%,$37.40,,,,$12.73,,,,6.82,
